Movie,Month,Day,Year,Budget,Domestic_Gross,Worldwide_Gross
Romeo Is Bleeding,Feb,4,1994,10,3.275585,3.275585
Sugar Hill,Feb,25,1994,10,18.272447,18.423914
The Shadow,Jul,1,1994,40,31.8356,31.8356
Baby's Day Out,Jul,1,1994,50,16.581575,16.581575
Forrest Gump,Jul,6,1994,55,330.151138,679.850637
Forrest Gump,Jul,6,1994,55,330.151138,679.850637
True Lies,Jul,15,1994,100,146.282411,365.3
The Client,Jul,20,1994,45,92.115211,117.615211
The Mask,Jul,29,1994,18,119.920129,351.620129
Renaissance Man,Jun,3,1994,40,24.172899,24.172899
Speed,Jun,10,1994,30,121.248145,283.2
The Lion King,Jun,15,1994,79.3,422.78014,987.45139
Wolf,Jun,17,1994,70,65.011757,131.011757
Wyatt Earp,Jun,24,1994,63,25.052,25.052
Four Weddings and a Funeral,Mar,9,1994,4.5,52.700832,242.895809
The Hudsucker Proxy,Mar,11,1994,40,2.816518,14.938149
Naked Gun 33 1/3: The Final Insult,Mar,18,1994,30,51.041856,51.041856
3 Ninjas Kick Back,May,6,1994,20,11.74496,11.74496
Crooklyn,May,13,1994,14,13.02417,13.02417
The Flintstones,May,27,1994,45,130.531208,358.5
Frankenstein,Nov,4,1994,45,22.006296,112.006296
The Santa Clause,Nov,11,1994,22,144.833357,189.8
Heavenly Creatures,Nov,16,1994,5,3.046086,5.43812
Star Trek: Generations,Nov,18,1994,38,75.671262,120
Léon,Nov,18,1994,16,19.284974,45.284974
A Low Down Dirty Shame,Nov,23,1994,10,29.317886,29.317886
The Specialist,Oct,7,1994,45,57.362581,57.362581
Pulp Fiction,Oct,14,1994,8,107.928762,212.928762
Wes Craven's New Nightmare,Oct,14,1994,8,18.090181,18.090181
Hoop Dreams,Oct,14,1994,0.7,7.768371,11.768371
Clerks,Oct,19,1994,0.027,3.073428,3.89424
Bullets Over Broadway,Oct,21,1994,20,13.383747,13.383747
Stargate,Oct,28,1994,55,71.565669,196.565669
Stargate,Oct,28,1994,55,71.565669,196.565669
Rapa Nui,Sep,11,1994,20,0.30507,0.30507
Timecop,Sep,16,1994,28,44.853581,102.053581
The Shawshank Redemption,Sep,23,1994,25,28.241469,28.307092
Exotica,Sep,23,1994,1.5,5.046118,5.046118
The River Wild,Sep,30,1994,45,46.815,94.215
Ed Wood,Sep,30,1994,18,5.828466,5.828466
Bad Boys,Apr,7,1995,23,65.647413,141.247413
Rob Roy,Apr,7,1995,28,31.390587,31.390587
Don Juan DeMarco,Apr,7,1995,25,22.032635,22.032635
Kiss of Death,Apr,21,1995,40,14.942422,14.942422
Friday,Apr,26,1995,3.5,27.467564,27.936778
Babe,Aug,4,1995,30,63.65891,246.1
Virtuosity,Aug,4,1995,30,23.998226,23.998226
The Brothers McMullen,Aug,9,1995,0.05,10.426506,10.426506
The Usual Suspects,Aug,16,1995,6,23.341568,34.449356
Mortal Kombat,Aug,18,1995,20,70.433227,122.133227
Desperado,Aug,25,1995,7,25.532388,25.532388
The Thief and the Cobbler,Aug,25,1995,24,0.669276,0.669276
Things to Do in Denver when You're Dead,Dec,1,1995,15,0.529766,0.529766
Sense and Sensibility,Dec,11,1995,16.5,42.993774,134.993774
Othello,Dec,14,1995,11,2.844379,2.844379
Jumanji,Dec,15,1995,65,100.45831,262.75831
Sabrina,Dec,15,1995,58,53.458319,87.1
Sabrina,Dec,15,1995,58,53.458319,87.1
Nixon,Dec,20,1995,45,13.668249,34.668249
Cutthroat Island,Dec,22,1995,92,10.017322,18.517322
Four Rooms,Dec,25,1995,4,4.301,4.301
Twelve Monkeys,Dec,27,1995,29,57.141459,168.841459
Mr. Holland’s Opus,Dec,29,1995,31,82.582604,106.282604
Dead Man Walking,Dec,29,1995,11,39.387284,83.088295
Richard III,Dec,29,1995,9.2,2.684904,4.199334
Restoration,Dec,29,1995,18,4.1,4.1
The Jerky Boys,Feb,3,1995,4,7.555256,7.555256
The Quick and the Dead,Feb,10,1995,32,18.55246,18.55246
Tales from the Crypt: Demon Knight,Jan,13,1995,12,21.089146,21.089146
Highlander III: The Sorcerer,Jan,27,1995,26,13.738574,13.738574
Before Sunrise,Jan,27,1995,2.5,5.274005,5.683223
Clueless,Jul,1,1995,13.7,56.598476,56.598476
First Knight,Jul,7,1995,75,37.361412,127.361412
Species,Jul,7,1995,35,60.054449,113.354449
Under Siege 2: Dark Territory,Jul,14,1995,60,50.024083,104.324083
The Indian in the Cupboard,Jul,14,1995,45,35.627222,35.627222
Kids,Jul,21,1995,1.5,7.412216,20.412216
Waterworld,Jul,28,1995,175,88.24622,264.24622
The Net,Jul,28,1995,22,50.621733,110.521733
The Bridges of Madison County,Jun,2,1995,22,71.516617,175.516617
Pocahontas,Jun,10,1995,55,141.579773,347.1
Pocahontas,Jun,10,1995,55,141.579773,347.1
Batman Forever,Jun,16,1995,100,184.031112,336.529144
The Incredibly True Adventure of Two Girls in Love,Jun,16,1995,0.25,2.210408,2.477155
Apollo 13,Jun,30,1995,65,172.070496,334.1
Judge Dredd,Jun,30,1995,85,34.687912,113.487912
Tank Girl,Mar,1,1995,25,4.064333,4.064333
Jefferson in Paris,Mar,31,1995,14,2.461628,2.461628
Crimson Tide,May,12,1995,55,91.387195,159.387195
Crimson Tide,May,12,1995,55,91.387195,159.387195
The Perez Family,May,12,1995,11,2.794056,2.794056
Die Hard: With a Vengeance,May,19,1995,90,100.012499,366.101666
Braveheart,May,24,1995,72,75.545647,209.045522
Tales from the Hood,May,24,1995,6,11.784569,11.784569
Casper,May,26,1995,55,100.328194,282.3
Casper,May,26,1995,55,100.328194,282.3
Fair Game,Nov,3,1995,50,11.497497,26.097497
Home for the Holidays,Nov,3,1995,20,17.468887,22.119269
Ace Ventura: When Nature Calls,Nov,10,1995,30,108.360063,212.4
Goldeneye,Nov,17,1995,60,106.429941,356.429941
The American President,Nov,17,1995,62,60.022813,107.822813
Toy Story,Nov,22,1995,30,191.796233,364.545516
Money Train,Nov,22,1995,68,35.324232,77.224232
Assassins,Oct,6,1995,50,30.306268,83.306268
The Scarlet Letter,Oct,13,1995,50,10.359006,10.359006
Jade,Oct,13,1995,50,9.81287,9.81287
Get Shorty,Oct,20,1995,30.25,72.021008,115.021008
Mallrats,Oct,20,1995,6.1,2.108367,2.108367
Leaving Las Vegas,Oct,27,1995,4,31.983777,49.8
Copycat,Oct,27,1995,20,32.051917,32.051917
Vampire in Brooklyn,Oct,27,1995,14,19.637147,19.637147
Se7en,Sep,22,1995,30,100.125643,328.125643
Showgirls,Sep,22,1995,40,20.350754,37.750754
To Die For,Sep,27,1995,20,21.284514,27.688744
Halloween: The Curse of Michael Myers,Sep,29,1995,5,15.126948,15.126948
Bang,Apr,1,1996,0.01,0.000527,0.000527
A Thin Line Between Love & Hate,Apr,3,1996,8,34.873513,34.873513
Faithful,Apr,5,1996,13,2.104439,2.104439
Mrs. Winterbourne,Apr,19,1996,25,10.039566,10.039566
Le hussard sur le toit,Apr,19,1996,35,1.320043,1.320043
Chain Reaction,Aug,2,1996,55,21.226204,60.209334
Chain Reaction,Aug,2,1996,55,21.226204,60.209334
Emma,Aug,2,1996,5.9,22.231658,37.831658
Jack,Aug,9,1996,45,58.617334,58.617334
Escape from L.A.,Aug,9,1996,50,25.426861,25.426861
Basquiat,Aug,9,1996,3,2.962051,2.962051
Tin Cup,Aug,16,1996,45,53.854588,75.854588
The Fan,Aug,16,1996,55,18.582965,18.582965
The Fan,Aug,16,1996,55,18.582965,18.582965
Kansas City,Aug,16,1996,19,1.353824,1.353824
The Island of Dr. Moreau,Aug,23,1996,40,27.682712,27.682712
She's the One,Aug,23,1996,3.5,9.482579,13.795053
Freeway,Aug,23,1996,3,0.295493,0.295493
Daylight,Dec,6,1996,80,32.90829,158.90829
Everyone Says I Love You,Dec,6,1996,20,9.725847,34.6
Mars Attacks!,Dec,13,1996,80,37.771017,101.371017
Scream,Dec,20,1996,15,103.046663,173.046663
Beavis and Butt-Head Do America,Dec,20,1996,12,63.118386,63.118386
My Fellow Americans,Dec,20,1996,21.5,22.331846,22.331846
Ghosts of Mississippi,Dec,20,1996,36,13.052741,13.052741
Marvin's Room,Dec,20,1996,23,12.803305,12.803305
Evita,Dec,25,1996,55,50.047179,151.947179
Evita,Dec,25,1996,55,50.047179,151.947179
Hamlet,Dec,25,1996,18,4.501094,7.12967
Silent Trigger,Dec,31,1996,15,0.076382,0.076382
The Juror,Feb,2,1996,44,22.730924,22.730924
White Squall,Feb,2,1996,38,10.2293,10.2293
Broken Arrow,Feb,9,1996,65,70.645997,148.345997
Happy Gilmore,Feb,16,1996,10,38.62346,41.004412
City Hall,Feb,16,1996,40,20.278055,20.278055
Bottle Rocket,Feb,21,1996,5,0.407488,0.407488
Rumble in the Bronx,Feb,23,1996,7.5,32.281907,36.238752
Mary Reilly,Feb,23,1996,47,5.707094,12.9
Unforgettable,Feb,23,1996,18,2.48379,2.48379
Eye for an Eye,Jan,12,1996,20,26.7927,26.7927
From Dusk Till Dawn,Jan,19,1996,20,25.728961,25.732986
Independence Day,Jul,2,1996,75,306.169255,817.400878
Phenomenon,Jul,5,1996,32,104.636382,152.036382
Harriet the Spy,Jul,10,1996,13,26.570048,26.570048
Courage Under Fire,Jul,12,1996,46,59.003384,100.833145
Les Visiteurs,Jul,12,1996,7,0.659,98.754
Multiplicity,Jul,17,1996,45,20.133326,20.133326
Walking and Talking,Jul,17,1996,1,1.28748,1.615787
Trainspotting,Jul,19,1996,3.1,16.501785,71.558971
Fled,Jul,19,1996,30,17.192205,19.892205
A Time to Kill,Jul,24,1996,40,108.766007,152.266007
The Adventures of Pinocchio,Jul,26,1996,25,15.38217,36.68217
Kingpin,Jul,26,1996,25,25.023424,32.223424
Stonewall,Jul,26,1996,2,0.304602,0.304602
The Rock,Jun,7,1996,75,134.069511,336.069511
The Phantom,Jun,7,1996,45,17.220599,17.220599
The Cable Guy,Jun,14,1996,47,60.240295,102.825796
The Hunchback of Notre Dame,Jun,21,1996,100,100.138851,325.5
Eraser,Jun,21,1996,100,101.295562,234.4
Lone Star,Jun,21,1996,5,12.961389,12.961389
The Nutty Professor,Jun,28,1996,55,128.814019,273.814019
The Nutty Professor,Jun,28,1996,55,128.814019,273.814019
Up Close & Personal,Mar,1,1996,60,51.045801,100.645801
Fargo,Mar,8,1996,7,24.567751,51.204567
Executive Decision,Mar,15,1996,55,56.679192,122.079192
Executive Decision,Mar,15,1996,55,56.679192,122.079192
Flirting with Disaster,Mar,22,1996,7,14.853474,16.14918
Girl 6,Mar,22,1996,12,4.880941,4.880941
Sgt. Bilko,Mar,29,1996,39,30.356589,37.956589
The Craft,May,3,1996,15,24.769466,55.669466
The Pallbearer,May,3,1996,8,5.656388,5.656388
Twister,May,10,1996,88,241.688385,495.7
Welcome to the Dollhouse,May,10,1996,0.8,4.198137,5.034794
Flipper,May,17,1996,25.53,20.08002,30.593313
Mission: Impossible,May,21,1996,80,180.981886,457.697994
Spy Hard,May,24,1996,18,26.936265,26.936265
Dragonheart,May,31,1996,57,51.36468,104.36468
Dragonheart,May,31,1996,57,51.36468,104.36468
Romeo+Juliet,Nov,1,1996,14.5,46.338728,147.542381
The Funeral,Nov,1,1996,12.5,1.212799,1.412799
Set It Off,Nov,6,1996,9,36.049108,36.049108
Ransom,Nov,8,1996,70,136.492681,308.7
Space Jam,Nov,15,1996,80,90.463534,250.2
The English Patient,Nov,15,1996,35,78.716374,231.710008
The Mirror Has Two Faces,Nov,15,1996,42,41.267469,41.267469
Sling Blade,Nov,20,1996,4.83361,24.475416,34.175
Star Trek: First Contact,Nov,22,1996,46,92.027888,150
Jingle All the Way,Nov,22,1996,60,60.592389,129.832389
Shine,Nov,22,1996,5.5,35.811509,36.663895
The Glimmer Man,Oct,4,1996,45,20.404841,36.404841
That Thing You Do!,Oct,4,1996,2.5,25.857416,34.557416
Bound,Oct,4,1996,4.5,3.80226,7.011317
Crash,Oct,4,1996,10,3.357324,3.357324
The Ghost and the Darkness,Oct,11,1996,55,38.564422,38.564422
The Ghost and the Darkness,Oct,11,1996,55,38.564422,38.564422
The Long Kiss Goodnight,Oct,11,1996,65,33.447612,33.447612
Michael Collins,Oct,11,1996,25,11.092559,27.572844
Trees Lounge,Oct,11,1996,1.3,0.749741,0.749741
Get on the Bus,Oct,16,1996,2.4,5.691854,5.691854
Sleepers,Oct,18,1996,44,53.300852,165.600852
Swingers,Oct,18,1996,0.2,4.505922,6.618578
Thinner,Oct,25,1996,14,15.171475,15.171475
Bogus,Sep,6,1996,32,4.357406,4.357406
Maximum Risk,Sep,13,1996,25,14.102929,51.702929
The First Wives Club,Sep,20,1996,30,105.489203,181.489203
Last Man Standing,Sep,20,1996,67,18.115927,18.115927
When The Cat's Away,Sep,20,1996,0.3,1.652472,2.525984
Extreme Measures,Sep,27,1996,38,17.378193,17.378193
Secrets & Lies,Sep,28,1996,4.5,13.417292,13.417292
The Saint,Apr,4,1997,90,61.363304,169.4
Chasing Amy,Apr,4,1997,0.25,12.006514,15.155095
Anaconda,Apr,11,1997,45,65.598907,136.998907
Grosse Pointe Blank,Apr,11,1997,15,28.084357,31.070412
Pink Flamingos,Apr,11,1997,0.012,0.413802,0.413802
McHale's Navy,Apr,18,1997,42,4.40842,4.40842
8 Heads in a Duffel Bag,Apr,18,1997,3,3.602884,4.002884
Volcano,Apr,25,1997,90,47.546796,120.1
Air Bud,Aug,1,1997,3,24.646936,27.788649
In the Company of Men,Aug,1,1997,0.025,2.883661,2.883661
Def Jam's How To Be a Player,Aug,6,1997,12,14.010363,14.010363
Conspiracy Theory,Aug,8,1997,80,76.11899,142.783718
The Full Monty,Aug,13,1997,3.5,45.950122,257.938649
Cop Land,Aug,15,1997,15,44.906632,63.706632
Event Horizon,Aug,15,1997,60,26.673242,26.673242
Steel,Aug,15,1997,16,1.686429,1.686429
Money Talks,Aug,22,1997,25,41.076865,41.076865
Sunday,Aug,22,1997,0.45,0.410919,0.450349
The Grimm Brothers' Snow White,Aug,24,1997,26,0.005,0.005
Good Will Hunting,Dec,5,1997,10,138.433435,225.925989
Scream 2,Dec,12,1997,24,101.363301,101.363301
Amistad,Dec,12,1997,40,44.212592,58.250151
Deconstructing Harry,Dec,12,1997,20,10.686841,10.686841
The Apostle,Dec,17,1997,5,20.733485,21.27777
Titanic,Dec,19,1997,200,659.363944,2208.208395
Tomorrow Never Dies,Dec,19,1997,110,125.304276,339.504276
Mouse Hunt,Dec,19,1997,38,61.894591,61.894591
Jackie Brown,Dec,25,1997,12,39.673162,74.727492
Wag the Dog,Dec,25,1997,15,43.05747,64.252038
The Postman,Dec,25,1997,80,17.650704,20.841123
Kundun,Dec,25,1997,28,5.686694,5.686694
Oscar and Lucinda,Dec,31,1997,12.5,1.612957,1.612957
Dante's Peak,Feb,7,1997,115,67.163857,178.2
Blood and Wine,Feb,21,1997,26,1.08335,1.08335
Donnie Brasco,Feb,28,1997,35,41.954997,65.303052
Kama Sutra,Feb,28,1997,3,4.109095,4.109095
Smilla's Sense of Snow,Feb,28,1997,35,2.221994,2.221994
The Relic,Jan,10,1997,60,33.956608,33.956608
Turbulence,Jan,10,1997,55,11.532774,11.532774
Turbulence,Jan,10,1997,55,11.532774,11.532774
Albino Alligator,Jan,17,1997,5,0.35348,0.35348
Prefontaine,Jan,24,1997,8,0.590817,0.590817
Waiting for Guffman,Jan,31,1997,4,2.922988,2.922988
Shadow Conspiracy,Jan,31,1997,45,2.15454,2.15454
Men in Black,Jul,1,1997,90,250.690539,587.790539
Contact,Jul,11,1997,90,100.920329,165.9
A Simple Wish,Jul,11,1997,28,8.165213,8.165213
George Of The Jungle,Jul,16,1997,55,105.263257,174.463257
George Of The Jungle,Jul,16,1997,55,105.263257,174.463257
Nothing To Lose,Jul,18,1997,25,44.480039,64.594061
Air Force One,Jul,25,1997,85,172.956409,315.268353
Spawn,Jul,31,1997,40,54.979992,87.949859
Con Air,Jun,6,1997,80,101.117573,224.117573
Hercules,Jun,13,1997,70,99.112101,250.7
Speed 2: Cruise Control,Jun,13,1997,110,48.097081,150.468
Ulee's Gold,Jun,13,1997,2.7,9.054736,15.6
My Best Friend's Wedding,Jun,20,1997,46,126.813153,298.923419
Batman & Robin,Jun,20,1997,125,107.325195,238.317814
Dream With The Fishes,Jun,20,1997,1,0.542909,0.542909
The Last Time I Committed Suicide,Jun,20,1997,4,0.012836,0.012836
Face/Off,Jun,27,1997,80,112.276146,241.2
The Watermelon Woman,Mar,5,1997,0.3,0.042735,0.042735
Love Jones,Mar,14,1997,10,12.554569,12.554569
Liar Liar,Mar,21,1997,45,181.410615,302.710615
Selena,Mar,21,1997,20,35.450113,35.450113
The Devil's Own,Mar,26,1997,90,42.885593,140.9
Cats Don't Dance,Mar,26,1997,32,3.588602,3.588602
Love and Other Catastrophes,Mar,28,1997,0.25,0.212285,0.743216
Austin Powers: International Man of Mystery,May,2,1997,18,53.883989,67.683989
Breakdown,May,2,1997,36,50.159144,50.159144
Warriors of Virtue,May,2,1997,35,6.448817,6.448817
The Fifth Element,May,9,1997,95,63.570862,263.898761
Father's Day,May,9,1997,85,28.68108,35.68108
The Lost World: Jurassic Park,May,22,1997,75,229.086679,618.638999
Starship Troopers,Nov,7,1997,100,54.768952,121.1
Eve's Bayou,Nov,7,1997,5,14.843425,14.843425
Mad City,Nov,7,1997,50,10.561038,10.561038
The Jackal,Nov,14,1997,60,54.956941,159.356941
The Man Who Knew Too Little,Nov,14,1997,20,13.801755,13.801755
Mortal Kombat: Annihilation,Nov,21,1997,30,35.927406,51.327406
The Rainmaker,Nov,21,1997,40,45.916769,45.916769
Midnight in the Garden of Good and Evil,Nov,21,1997,35,25.078937,25.078937
Flubber,Nov,26,1997,80,92.993801,177.993801
Alien: Resurrection,Nov,26,1997,60,47.795018,160.7
Kiss the Girls,Oct,3,1997,27,60.527873,60.527873
Seven Years in Tibet,Oct,8,1997,70,37.945884,131.445884
Boogie Nights,Oct,10,1997,15,26.410771,43.111725
The Sweet Hereafter,Oct,10,1997,5,4.306697,7.951247
Devil's Advocate,Oct,17,1997,57,61.007424,153.007424
Devil's Advocate,Oct,17,1997,57,61.007424,153.007424
I Know What You Did Last Summer,Oct,17,1997,17,72.250091,125.250091
Gattaca,Oct,24,1997,36,12.532777,12.532777
Switchback,Oct,31,1997,38,6.504442,6.504442
Critical Care,Oct,31,1997,12,0.220175,0.220175
L.A. Confidential,Sep,19,1997,35,64.604977,126.204977
In & Out,Sep,19,1997,35,63.826569,83.226569
Soul Food,Sep,26,1997,7.5,43.492389,43.492389
The Ice Storm,Sep,26,1997,18,8.038061,16.011975
Lost In Space,Apr,3,1998,80,69.117629,136.047317
Mercury Rising,Apr,3,1998,60,32.983332,32.983332
The Spanish Prisoner,Apr,3,1998,10,10.162034,13.83513
Barney's Great Adventure,Apr,3,1998,15,11.156471,11.156471
The Players Club,Apr,8,1998,5,23.047939,23.047939
City of Angels,Apr,10,1998,55,78.750909,198.750909
City of Angels,Apr,10,1998,55,78.750909,198.750909
24 7: Twenty Four Seven,Apr,15,1998,2,0.072544,0.072544
The Object of my Affection,Apr,17,1998,15,29.145924,29.145924
Sliding Doors,Apr,24,1998,6,11.9112,58.809149
The Big Hit,Apr,24,1998,13,27.066941,27.066941
Two Girls and a Guy,Apr,24,1998,1,2.057193,2.315026
Halloween: H2O,Aug,5,1998,17,55.041738,55.041738
Snake Eyes,Aug,7,1998,73,55.591409,103.891409
Safe Men,Aug,7,1998,1,0.02121,0.02121
"First Love, Last Rites",Aug,7,1998,0.3,0.010876,0.010876
The Avengers,Aug,14,1998,60,23.385416,48.585416
How Stella Got Her Groove Back,Aug,14,1998,20,37.672944,37.672944
Slums of Beverly Hills,Aug,14,1998,5,5.502773,5.502773
La femme de chambre du Titanic,Aug,14,1998,10,0.244465,0.244465
Blade,Aug,21,1998,45,70.141876,131.237688
Dead Man on Campus,Aug,21,1998,14,15.064948,15.064948
Next Stop Wonderland,Aug,21,1998,1,3.395581,3.465703
54,Aug,28,1998,13,16.757163,16.757163
I Married a Strange Person,Aug,28,1998,0.25,0.203134,0.203134
Psycho,Dec,4,1998,20,21.541218,37.226218
Little Voice,Dec,4,1998,6,4.595,21.787233
Shakespeare in Love,Dec,11,1998,26,100.317794,279.5
Star Trek: Insurrection,Dec,11,1998,70,70.187658,117.8
Rushmore,Dec,11,1998,10,17.105219,19.080435
A Simple Plan,Dec,11,1998,17,16.316273,16.316273
You've Got Mail,Dec,18,1998,65,115.821495,250.8
The Prince of Egypt,Dec,18,1998,60,101.413188,218.613188
A Civil Action,Dec,25,1998,60,56.709981,56.709981
Mighty Joe Young,Dec,25,1998,80,50.632037,50.632037
The Faculty,Dec,25,1998,15,40.283321,40.283321
The Swindle,Dec,25,1998,10,0.245359,5.045359
The Replacement Killers,Feb,6,1998,30,19.035741,19.035741
The Borrowers,Feb,13,1998,29,22.619589,54.045832
Sphere,Feb,13,1998,73,37.068294,50.168294
Hurricane Streets,Feb,13,1998,0.5,0.334041,0.367582
I Love You … Don't Touch Me!,Feb,20,1998,0.068,0.033598,0.033598
Dark City,Feb,27,1998,27,14.435076,27.257061
An Alan Smithee Film: Burn Hollywood Burn,Feb,27,1998,10,0.045779,0.045779
Firestorm,Jan,9,1998,19,8.12386,8.12386
Hard Rain,Jan,16,1998,70,19.870567,19.870567
Half Baked,Jan,16,1998,8,17.394881,17.394881
The Dress,Jan,16,1998,2.65,0.016556,0.016556
Spice World,Jan,23,1998,25,29.342592,56.042592
Deep Rising,Jan,30,1998,45,11.203026,11.203026
Zero Effect,Jan,30,1998,5,2.080693,2.080693
Armageddon,Jul,1,1998,140,201.578182,554.6
Lethal Weapon 4,Jul,10,1998,140,130.444603,285.4
Small Soldiers,Jul,10,1998,40,55.143823,71.743823
Pi,Jul,10,1998,0.068,3.221152,4.678513
There's Something About Mary,Jul,15,1998,22,176.484651,369.884651
The Mask of Zorro,Jul,17,1998,65,93.828745,233.7
Lolita,Jul,22,1998,55,1.147784,1.147784
Lolita,Jul,22,1998,55,1.147784,1.147784
Saving Private Ryan,Jul,24,1998,65,216.335085,485.035085
Jane Austen's Mafia,Jul,24,1998,10,19.843795,30.143795
Disturbing Behavior,Jul,24,1998,15,17.507368,19.014238
Ever After: A Cinderella Story,Jul,31,1998,26,65.705772,65.705772
The Truman Show,Jun,5,1998,60,125.618201,264.118201
"Six Days, Seven Nights",Jun,12,1998,80,74.339294,164.8
Can't Hardly Wait,Jun,12,1998,10,25.358996,25.358996
Dirty Work,Jun,12,1998,13,10.020081,10.020081
The Land Girls,Jun,12,1998,8,0.146083,0.146083
Mulan,Jun,19,1998,90,120.620254,303.5
The X Files: Fight the Future,Jun,19,1998,66,83.898313,189.176423
Hav Plenty,Jun,19,1998,0.65,2.301777,2.301777
Doctor Dolittle,Jun,26,1998,71.5,144.156605,294.156605
Out of Sight,Jun,26,1998,48,37.562568,77.562568
Smoke Signals,Jun,26,1998,2,6.7193,7.756617
Buffalo '66,Jun,26,1998,1.5,2.380606,2.380606
The Big Lebowski,Mar,6,1998,15,17.498804,46.189568
Twilight,Mar,6,1998,20,15.055091,15.055091
Love and Death on Long Island,Mar,6,1998,4.03,2.542264,2.542264
The Man in the Iron Mask,Mar,13,1998,35,56.968169,56.968169
Chairman of the Board,Mar,13,1998,7,0.306715,0.306715
Wild Things,Mar,20,1998,20,29.795299,55.576699
Primary Colors,Mar,20,1998,65,39.017984,39.017984
Mr. Nice Guy,Mar,20,1998,6,12.716953,31.716953
Madadayo,Mar,20,1998,11.9,0.048856,0.048856
Les Couloirs du temps: Les visiteurs 2,Mar,27,1998,20,0.146072,26.146072
The Newton Boys,Mar,27,1998,27,10.341093,10.341093
Meet the Deedles,Mar,27,1998,24,4.356126,4.356126
Karakter,Mar,27,1998,4.5,0.713413,0.713413
No Looking Back,Mar,27,1998,5,0.143273,0.143273
He Got Game,May,1,1998,25,21.567853,22.411948
"Dancer, Texas Pop. 81",May,1,1998,2.3,0.574838,0.574838
Shooting Fish,May,1,1998,4,0.302204,0.302204
Deep Impact,May,8,1998,80,140.464664,349.464664
Woo,May,8,1998,13,8.064972,8.064972
The Horse Whisperer,May,15,1998,60,75.383563,186.883563
Quest for Camelot,May,15,1998,40,22.7725,38.1725
Bulworth,May,15,1998,30,26.528684,29.203383
Clockwatchers,May,15,1998,2,0.537948,0.539961
Godzilla,May,19,1998,125,136.314294,376
Fear and Loathing in Las Vegas,May,22,1998,18.5,10.680275,13.711903
I Got the Hook-Up!,May,27,1998,3.5,10.317779,10.317779
